/Users/ggarcia/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Loading environment variables from .env file in $HOME/.sfdc...
Connected to Salesforce successfully!
Start Date: 2024-09-16
End Date: 2024-09-30
Current Quarter: Q3
SOQL Query: 
    SELECT Name, Amount, CloseDate, ForecastCategoryName, Owner_Area__c, Distributor__c, StageName, IsClosed
    FROM Opportunity
    WHERE CloseDate >= 2024-09-16 
    AND CloseDate <= 2024-09-30
    AND IsClosed = False
    AND Owner_Area__c LIKE '%SOLA%'
    ORDER BY CloseDate ASC
    
Total records retrieved: 849
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W38 SEPTIEMBRE 16, CloseDate: 2024-09-16, Area: SOLA - Colombia, Amount: 1595.0
Distributor: a0N3400000LcbhyEAB, Opportunity: Banco de Chile- Firewall CORE Banco de Chile, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 21163.71
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL_CENTRO_BLANCO, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 17773.56
Distributor: a0N3400000TSoY4EAL, Opportunity: Emergent Cold-Switches, Aps-Ovni-Polar, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 46351.42
Distributor: a0N3400000TSoY4EAL, Opportunity: Emergent Cold-Switches, Aps-Ovni-Funza, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 37376.7
Distributor: a0N3400000LcbhyEAB, Opportunity: Maestranza Diesel- FAZ ZTNA, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 26334.0
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Securitas Chile S.A._ SDWAN_SEGURIDAD, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 35815.86
Distributor: a0N3400000LcbceEAB, Opportunity: Win Empresas - Pandero - FG, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 14576.0
Distributor: a0N3400000Psy93EAB, Opportunity: SEGUROS DEL ESTADO- PROYECTO TOTAL SEGURIDAD + NETWORKING, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 520111.08
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_ILUSTRE MUNICIPALIDAD DE PUNITAQUI_SDWAN_SEGURIDAD, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 4656.96
Distributor: a0N3400000TSoY4EAL, Opportunity: TLF Electro Meta RED OT, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 235047.68
Distributor: a0N3400000TSoY9EAL, Opportunity: ATENTO - NOOVUS - FWs, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 33291.74
Distributor: a0N3400000LcbceEAB, Opportunity: CMH - FG OT - Fase 2 (4 nuevas Sedes), CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 21889.46
Distributor: a0N3400000TSoUvEAL, Opportunity: EMZT - PJ de Cordoba - VM adicional + SAT, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 35511.3
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_SERVICIO DE SALUD IQUIQUE, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 27345.15
Distributor: a0N2H000007lgX7UAI, Opportunity: CROSSELL/ SIES / EYC, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 8404.01
Distributor: a0N3400000LcbcjEAB, Opportunity: SOPROLE_GTD_ADISTEC_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 704109.54
Distributor: a0N3400000TSnDvEAL, Opportunity: Caja de Compensación Los Andes- RFP SDWAN Fortinet, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 502164.12
Distributor: a0N3400000TSoY9EAL, Opportunity: BANTEL - FW IPTV, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 37264.61
Distributor: a0N8000000Ajer4EAB, Opportunity: GTD - Tráfico Seguro, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 155056.32
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Compañia Portuaria Mejilones_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 4727.62
Distributor: a0N3400000LcbceEAB, Opportunity: Senati - FortiWeb cloud, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 75456.0
Distributor: a0N3400000LcbceEAB, Opportunity: Q2-FY24-RNW-EPS Tacna S.A., CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 1843.02
Distributor: a0N3400000LcbcjEAB, Opportunity: Entel Sell to - Firewall perimetral NOC, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 24562.49
Distributor: a0N3400000LcbhyEAB, Opportunity: AFC Chile - Logicalis - ZTNA MFA, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 8417.2
Distributor: a0N3400000TSoUvEAL, Opportunity: AM // Q3-2024-Renewal-Municipalidad de Vicente Lopez, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 24496.2
Distributor: a0N8000000Ajer4EAB, Opportunity: Q3FY24-Renewal-Confianza_FortiClient, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 6905.8
Distributor: a0N3400000TSoUvEAL, Opportunity: AM // Q3-2024-Renewal-International Health Services Argentina S.A., CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 15774.68
Distributor: a0N3400000LcbceEAB, Opportunity: JOCKEY - DataCenter ADD ON, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 50827.21
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_MANNHEIM S.A_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 36479.52
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - Laive - FG-200F, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 6522.12
Distributor: a0N3400000Psy93EAB, Opportunity: SOAR ISA - PC, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 87948.9
Distributor: a0N3400000LcbhyEAB, Opportunity: TCCT_SACYR CHILE S.A.-_ SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 7334.76
Distributor: a0N30000000WGdSEAW, Opportunity: ASOCIACION MUTUAL SANCOR SALUD- Telecom - Recambio Global FAP + FS, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 69935.65
Distributor: a0N3400000TSnDvEAL, Opportunity: Q2 FY24 RNWL  CCU (5075212-1)/Entel/Synnex, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 24137.86
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_FORTIFLEX_MSSP, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 0.9
Distributor: a0N3400000TSoUvEAL, Opportunity: Falabella - Tiendas PH y LM, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 4914.0
Distributor: a0N3400000LcbceEAB, Opportunity: Q1-FY25-RNW-Linea Amarilla S.A.C., CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 3023.35
Distributor: None, Opportunity: Clinicas del cobre -  Forticlient, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 23493.12
Distributor: a0N3400000LcbceEAB, Opportunity: MRE - Plataforma ciberseguridad FTNT Fabric, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 494245.9
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_VALVERDE NORAMBUENA SPA_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 8280.0
Distributor: a0N3400000TSnDvEAL, Opportunity: ACC_CC_CL_Arauco - NTT FG100f OT (bioenergia Nueva Aldea) (2X100F Stock), CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 10619.1
Distributor: a0N8000000Ajer4EAB, Opportunity: GRUPO ROMERO – EXCELLIA- SDWAN, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 475997.5
Distributor: a0N3400000LcbcZEAR, Opportunity: Auteco- claro _ EDR +EPP  ZTNA, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 71450.0
Distributor: a0N3400000TSnEAEA1, Opportunity: SP Telconet | CERT | Refresh FG1500D DC, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 219406.0
Distributor: a0N3400000TSoY4EAL, Opportunity: Loteria de Medellin - Benedan- TechRefresh ver1, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 105193.88
Distributor: a0N3400000TSnEAEA1, Opportunity: ENT Consulmatica / Almacenes Eljuri / FG Datacenter, CloseDate: 2024-09-30, Area: SOLA - Ecuador, Amount: 5781.0
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Pares y Alvarez Ingenería_SEGURIDAD_SDWAN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 35366.04
Distributor: a0N3400000LcbcZEAR, Opportunity: Grupo ISA: XM S.A. E.S.P.-WAF ver1, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 64782.0
Distributor: a0N3400000TSoY4EAL, Opportunity: MOVIDIC_SENCINET_DACAS_(SDWAN)_COL, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 33772.87
Distributor: a0N3400000LcbceEAB, Opportunity: JOCKEY PLAZA - Forti EDR, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 34625.0
Distributor: None, Opportunity: IMEL - Switches FG Gymsa, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 13956.8
Distributor: a0N8000000Ajer4EAB, Opportunity: Grupo Falabella -Renovaciones Refresh ver1, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 99061.2
Distributor: a0N3400000TSoUvEAL, Opportunity: Farmacias Peruanas - TITAN FAZ+200F, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 37034.79
Distributor: a0N3400000TSoUvEAL, Opportunity: BCP_TACAs, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 22891.9
Distributor: a0N3400000LcbceEAB, Opportunity: MOVILB-Zentury-WAF, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 13420.0
Distributor: a0N3400000LcbceEAB, Opportunity: GTD - MSSP  STLINK, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 3415.5
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W40 SEPTIEMBRE, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 2527.0
Distributor: a0N3400000TSnDvEAL, Opportunity: Minera San Geronimo - Road Map OT, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 9324.0
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - TRICOLOR, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 116456.36
Distributor: a0N3400000LcbceEAB, Opportunity: FAPE-Switches Videovigilancia, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 42849.95
Distributor: a0N8000000Ajer4EAB, Opportunity: ACC_CC_PE_Hayduk: FortiRecon - EKIS, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 23205.0
Distributor: a0N3400000LcbhyEAB, Opportunity: UFRO FortiVoice GTD-Agnov, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 38814.94
Distributor: a0N3400000TSnDvEAL, Opportunity: Q3-FY24-RNW-Maltexco, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 6159.58
Distributor: a0N3400000LcbceEAB, Opportunity: Q3-FY24-Renewal-PMP HOLDING, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 4337.61
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-FY24-RNW-GERLEINCO S.A, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 4383.38
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - 252596 EULEN, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 23826.0
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - 70810195 - CENTRO IMAGENSALUD, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 16670.75
Distributor: a0N3400000TSoUvEAL, Opportunity: Q4-FY24-Renewal-San Cristóbal Seguros (Named Account), CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 5488.56
Distributor: a0N3400000LcbhyEAB, Opportunity: Q3-FY24-RNW-Pontificia Universidad Católica de Chile (Named), CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 5801.6
Distributor: a0N3400000TSoUqEAL, Opportunity: Q3-FY24-RNW-BOLSA-URUDATA, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 4500.0
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-FY24-Renewal-Superintendencia de la Economia Solidaria (NAMED/G/JM), CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 27343.84
Distributor: None, Opportunity: Q3-FY24-Renewal-KROTON SAC, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 4667.01
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-Renewal-Fabrica de Aviones Brigadier San Martin S.A. (FAdeA), CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 12214.28
Distributor: a0N3400000Psy93EAB, Opportunity: QUALA/GAMMA/NAC, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 56648.61
Distributor: a0N3400000LcbhyEAB, Opportunity: ClaroVTR_Acciona_SDWAN_ZTNA, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 24000.0
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-Renewal-Consulting Services, CloseDate: 2024-09-30, Area: SOLA - Argentina, Amount: 735.0
Distributor: a0N3400000TSoY9EAL, Opportunity: Q3-FY24-Renewal-Universidad Privada del Norte (NA), CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 1120.056
Distributor: a0N8000000Ajer4EAB, Opportunity: KALLPA - CCTV OT Plant - SD Branch, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 18671.15
Distributor: None, Opportunity: ETB Forti APs, CloseDate: 2024-09-30, Area: SOLA - Colombia, Amount: 16000.3
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - America TV - SIEM, CloseDate: 2024-09-30, Area: SOLA - Peru, Amount: 15735.87
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_CAF CHILE_ FG +FAZ VIRTUAL, CloseDate: 2024-09-30, Area: SOLA - Chile, Amount: 5496.3
